SKU,Product title,Product description,Price,Standardized Product Type,Product type,Tag,Published,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Collection
JBL-T205-WIRELESS-IN-EAR-HEADPHONES,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/311/thumbnail/3.png,,,,,,,,,,,,,,,,,,,,,,,,,,
JBL-T220-WIRELESS-IN-EAR-HEADPHONES,JBL T220 WIRELESS IN EAR HEADPHONES,JBL Pure Bass Sound,379,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/310/thumbnail/1.png,1,Image,,JBL T220 WIRELESS IN EAR HEADPHONES,JBL Pure Bass Sound,electronics,,,,,,,,,,,,,,,,379,,,active,Accessories
JBL-T220-WIRELESS-IN-EAR-HEADPHONES,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/310/thumbnail/2.png,,,,,,,,,,,,,,,,,,,,,,,,,,
JBL-T220-WIRELESS-IN-EAR-HEADPHONES,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/310/thumbnail/4.png,,,,,,,,,,,,,,,,,,,,,,,,,,
JBL-T220-WIRELESS-IN-EAR-HEADPHONES,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/310/thumbnail/3.png,,,,,,,,,,,,,,,,,,,,,,,,,,
JBL-T500-WIRELESS-HEADSET,JBL T500 WIRELESS HEADSET,The JBL TUNE500BT head phone,179,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/306/thumbnail/1.png,1,Image,,JBL T500 WIRELESS HEADSET,The JBL TUNE500BT head phone,electronics,,,,,,,,,,,,,,,,179,,,active,Accessories
JBL-T500-WIRELESS-HEADSET,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/306/thumbnail/2.png,,,,,,,,,,,,,,,,,,,,,,,,,,
JBL-T500-WIRELESS-HEADSET,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/306/thumbnail/4.png,,,,,,,,,,,,,,,,,,,,,,,,,,
JBL-T500-WIRELESS-HEADSET,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/306/thumbnail/3.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodak-Luma-150-Portable-Smart-WiFi-Mini-Pocket-Projector,Kodak Luma 150 Portable Smart WiFi Mini Pocket Projector,Meet the ultimate in multimedia magic.,1449,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1645/thumbnail/0C&A Marketing Inc_RODPJS150xx4xx0aa535.jpg,1,Image,,Kodak Luma 150 Portable Smart WiFi Mini Pocket Projector,Meet the ultimate in multimedia magic.,electronics,,,,,,,,,,,,,,,,1449,,,active,Projectors
Kodak-Luma-150-Portable-Smart-WiFi-Mini-Pocket-Projector,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1645/thumbnail/4C&A Marketing Inc_RODPJS150xx1xx24bdfa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodak-Luma-150-Portable-Smart-WiFi-Mini-Pocket-Projector,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1645/thumbnail/2C&A Marketing Inc_RODPJS150xx3xx81c0ca.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodak-Luma-150-Portable-Smart-WiFi-Mini-Pocket-Projector,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1645/thumbnail/3C&A Marketing Inc_RODPJS150xx2xxada953.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodak-Luma-350-Portable-Smart-WiFi-Mini-Pocket-Projector,Kodak Luma 350 Portable Smart WiFi Mini Pocket Projector,Introducing the elite choice for on-the-go entertainment.,1749,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1644/thumbnail/3C&A Marketing Inc_RODPJS350xx1xx59abe5.webp,1,Image,,Kodak Luma 350 Portable Smart WiFi Mini Pocket Projector,Introducing the elite choice for on-the-go entertainment.,electronics,,,,,,,,,,,,,,,,1749,,,active,Projectors
Kodak-Luma-350-Portable-Smart-WiFi-Mini-Pocket-Projector,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1644/thumbnail/2C&A Marketing Inc_RODPJS350xx4xx38253c.webp http://electromateqatar.com/products/1644/thumbnail/4C&A Marketing Inc_RODPJS350xxMainxxb6d19c.webp,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodak-Luma-450-Portable-Smart-Wi-Fi-Ultra-HD-Mini-Pocket-Projector,Kodak Luma 450 Portable Smart Wi-Fi Ultra HD Mini Pocket Projector,Entertainment on an epic scale.,2399,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1643/thumbnail/0C&A Marketing Inc_RODPJS450xx3xx22bf78.webp,1,Image,,Kodak Luma 450 Portable Smart Wi-Fi Ultra HD Mini Pocket Projector,Entertainment on an epic scale.,electronics,,,,,,,,,,,,,,,,2399,,,active,Projectors
Kodak-Luma-75-Portable-Smart-WiFi-Mini-Pocket-Projector,Kodak Luma 75 Portable Smart WiFi Mini Pocket Projector,Make cinema magic with the Kodak LUMA 75 Projector,1049,1267,Variable product,Parent,1,color,RODPJS75,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1646/thumbnail/4C&A Marketing Inc_RODPJS75xx5xx4f86c1.webp,1,Image,,Kodak Luma 75 Portable Smart WiFi Mini Pocket Projector,Make cinema magic with the Kodak LUMA 75 Projector,electronics,,,,,,,,,,,,,,,,1049,,,active,Projectors
Kodak-Luma-75-Portable-Smart-WiFi-Mini-Pocket-Projector,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1646/thumbnail/0C&A Marketing Inc_RODPJS75xxMainxx501045.webp http://electromateqatar.com/products/1646/thumbnail/3C&A Marketing Inc_RODPJS75xx1xx32226c.webp http://electromateqatar.com/products/1646/thumbnail/5C&A Marketing Inc_RODPJS75xxMainxx501045.webp,,,,,,,,,,,,,,,,,,,,,,,,,,
KODAK-Printomatic-Digital-Instant-Print-Camera,KODAK Printomatic Digital Instant Print Camera,"The PRINTOMATIC camera instantly and automatically prints high-quality, full color photos with point-and-shoot ease.",339,1267,Variable product,Parent,1,color,BLACK|BLUE|GREY|GREEN,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1647/thumbnail/02941405.png,1,Image,,KODAK Printomatic Digital Instant Print Camera,"The PRINTOMATIC camera instantly and automatically prints high-quality, full color photos with point-and-shoot ease.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1647/thumbnail/02941405.png,,,339,,,active,Home Devices
KODAK-Printomatic-Digital-Instant-Print-Camera,,"The PRINTOMATIC camera instantly and automatically prints high-quality, full color photos with point-and-shoot ease.",339,1267,Variable product,child,1,color,BLUE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,KODAK Printomatic Digital Instant Print Camera,"The PRINTOMATIC camera instantly and automatically prints high-quality, full color photos with point-and-shoot ease.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1648/thumbnail/0OIP.jpg,,,339,,,active,Home Devices
KODAK-Printomatic-Digital-Instant-Print-Camera,,"The PRINTOMATIC camera instantly and automatically prints high-quality, full color photos with point-and-shoot ease.",339,1267,Variable product,child,1,color,GREY,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,KODAK Printomatic Digital Instant Print Camera,"The PRINTOMATIC camera instantly and automatically prints high-quality, full color photos with point-and-shoot ease.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1649/thumbnail/0OIP (1)DVSVS142.jpg,,,339,,,active,Home Devices
KODAK-Printomatic-Digital-Instant-Print-Camera,,"The PRINTOMATIC camera instantly and automatically prints high-quality, full color photos with point-and-shoot ease.",339,1267,Variable product,child,1,color,GREEN,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,KODAK Printomatic Digital Instant Print Camera,"The PRINTOMATIC camera instantly and automatically prints high-quality, full color photos with point-and-shoot ease.",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1650/thumbnail/0011b5c9e-82c9-4daa-9310-c3ad09a3281f_1.1b67f361ade89cc98b5243594df1deba.jpeg,,,339,,,active,Home Devices
Lenovo-Tab-M7-WiFi-+-4G-2GB-32GB,Lenovo Tab M7 WiFi + 4G 2GB 32GB,"It’s super portable at only 7 inch, with a vivid display and narrow borders for a sublime video streaming experience.",399,1267,Variable product,Parent,1,color,IRON GREY,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1490/thumbnail/0Lenovo-Tab-M7-TB-7305X-WiFi-4G-2GB-32GB-Iron-Grey.png,1,Image,,Lenovo Tab M7 WiFi + 4G 2GB 32GB,"It’s super portable at only 7 inch, with a vivid display and narrow borders for a sublime video streaming experience.",electronics,,,,,,,,,,,,,,,,399,,,active,Tablets
Lenovo-Tab-M7-WiFi-+-4G-2GB-32GB,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1490/thumbnail/2Lenovo-Tab-M7-TB-7305X-WiFi-4G-2GB-32GB-Iron-Grey-1.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo-Tab-M7-WiFi-+-4G-2GB-32GB,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1490/thumbnail/3Lenovo-Tab-M7-TB-7305X-WiFi-4G-2GB-32GB-Iron-Grey-2.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-20W-Wireless-Charging-Stand,Mi 20W Wireless Charging Stand,20W max wireless super fast charging,99,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1327/thumbnail/001.png,1,Image,,Mi 20W Wireless Charging Stand,20W max wireless super fast charging,electronics,,,,,,,,,,,,,,,,99,,,active,Chargers
Mi-20W-Wireless-Charging-Stand,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1327/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-20W-Wireless-Charging-Stand,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1327/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-36-Deg.-Home-Security-Camera-2K-Pro,Mi 36 Deg. Home Security Camera 2K Pro,"2K super clear image quality, upgraded AI.",199,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1410/thumbnail/001.png,1,Image,,Mi 36 Deg. Home Security Camera 2K Pro,"2K super clear image quality, upgraded AI.",electronics,,,,,,,,,,,,,,,,199,,,active,Home Devices
Mi-36-Deg.-Home-Security-Camera-2K-Pro,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1410/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-360°-Camera-(1080p),Mi 360° Camera (1080p),All-round protection in Full High-Definition video,149,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1411/thumbnail/001.png,1,Image,,Mi 360° Camera (1080p),All-round protection in Full High-Definition video,electronics,,,,,,,,,,,,,,,,149,,,active,Home Devices
Mi-360Â°-Camera-(1080p),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1411/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Air-Purifier-3H-EU,Mi Air Purifier 3H EU,More effective and more powerful,619,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1289/thumbnail/001.png,1,Image,,Mi Air Purifier 3H EU,More effective and more powerful,electronics,,,,,,,,,,,,,,,,619,,,active,Home Devices
Mi-Air-Purifier-3H-EU,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1289/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Air-Purifier-3H-EU,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1289/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Air-Purifier-Hepa-Filter,Mi Air Purifier Hepa Filter,Mi Air Purifier Hepa Filter,129,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1358/thumbnail/01.png,1,Image,,Mi Air Purifier Hepa Filter,Mi Air Purifier Hepa Filter,electronics,,,,,,,,,,,,,,,,129,,,active,Accessories
Mi-Bedside-Lamp-2,Mi Bedside Lamp 2,Fill the whole room with soft light,159,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1320/thumbnail/001.png,1,Image,,Mi Bedside Lamp 2,Fill the whole room with soft light,electronics,,,,,,,,,,,,,,,,159,,,active,Accessories
Mi-Bedside-Lamp-2,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1320/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Bedside-Lamp-2,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1320/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Compact-Bluetooth-Speaker-2,Mi Compact Bluetooth Speaker 2,Mi Compact Bluetooth Speaker 2,69,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1324/thumbnail/001.png,1,Image,,Mi Compact Bluetooth Speaker 2,Mi Compact Bluetooth Speaker 2,electronics,,,,,,,,,,,,,,,,69,,,active,Speakers
Mi-Compact-Bluetooth-Speaker-2,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1324/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Compact-Bluetooth-Speaker-2,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1324/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Dual-Mode-Wireless-Mouse-Silent-Edition,Mi Dual Mode Wireless Mouse Silent Edition,Mi Dual Mode Wireless Mouse Silent Edition,69,1267,Variable product,Parent,1,color,BLACK|WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1370/thumbnail/001.png,1,Image,,Mi Dual Mode Wireless Mouse Silent Edition,Mi Dual Mode Wireless Mouse Silent Edition,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1370/thumbnail/001.png,,,69,,,active,Accessories
Mi-Dual-Mode-Wireless-Mouse-Silent-Edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1370/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Dual-Mode-Wireless-Mouse-Silent-Edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1370/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Dual-Mode-Wireless-Mouse-Silent-Edition,,Mi Dual Mode Wireless Mouse Silent Edition,69,1267,Variable product,child,1,color,White,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,Mi Dual Mode Wireless Mouse Silent Edition,Mi Dual Mode Wireless Mouse Silent Edition,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1371/thumbnail/001.png,,,69,,,active,Accessories
Mi-Dual-Mode-Wireless-Mouse-Silent-Edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1371/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Dual-Mode-Wireless-Mouse-Silent-Edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1371/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Kettle-EU,Mi Electric Kettle EU,A sturdy smart electric kettle for daily use,99,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1290/thumbnail/001.png,1,Image,,Mi Electric Kettle EU,A sturdy smart electric kettle for daily use,electronics,,,,,,,,,,,,,,,,99,,,active,Accessories
Mi-Electric-Kettle-EU,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1290/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-1S,Mi Electric Scooter 1S,Ride the last mile,1829,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1286/thumbnail/001.png,1,Image,,Mi Electric Scooter 1S,Ride the last mile,electronics,,,,,,,,,,,,,,,,1829,,,active,Accessories
Mi-Electric-Scooter-1S,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1286/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Essential,Mi Electric Scooter Essential,Mi Electric Scooter Essential features a minimalist design.,1249,1267,Variable product,Parent,1,color,BLACK|BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/584/thumbnail/section07.jpg,1,Image,,Mi Electric Scooter Essential,Mi Electric Scooter Essential features a minimalist design.,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/584/thumbnail/section07.jpg,,,1249,,,active,Accessories
Mi-Electric-Scooter-Essential,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/584/thumbnail/section01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Essential,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/584/thumbnail/section04-01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Essential,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/584/thumbnail/section12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Essential,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/584/thumbnail/section04-02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Essential,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/584/thumbnail/section10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Essential,,Enjoy the ride,1389,1267,Variable product,child,1,color,Black,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,Mi Electric Scooter Essential,Enjoy the ride,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1287/thumbnail/001.png,,,1389,,,active,Accessories
Mi-Electric-Scooter-Essential,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1287/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Essential,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1287/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2,Mi Electric Scooter Pro 2,Mi Electric ScooterPro 2,2059,1267,Variable product,Parent,1,color,BLACK|BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/350/thumbnail/1.png,1,Image,,Mi Electric Scooter Pro 2,Mi Electric ScooterPro 2,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/350/thumbnail/1.png,,,2059,,,active,Accessories
Mi-Electric-Scooter-Pro-2,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/350/thumbnail/2.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/350/thumbnail/4.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/350/thumbnail/3.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2,,"Ride with power, go the distance",2059,1267,Variable product,child,1,color,Black,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,Mi Electric Scooter Pro 2,"Ride with power, go the distance",electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1363/thumbnail/001.png,,,2059,,,active,Accessories
Mi-Electric-Scooter-Pro-2,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1363/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,Mi Electric Scooter Pro 2: Mercedes AMG Petronas Formula 1 edition,RIDE WITH THE BEST,2649,1267,Variable product,Parent,1,color,BLACK|BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/585/thumbnail/kiboTEK_mi_scooter_pro2_amg_001.jpg,1,Image,,Mi Electric Scooter Pro 2: Mercedes AMG Petronas Formula 1 edition,RIDE WITH THE BEST,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/585/thumbnail/kiboTEK_mi_scooter_pro2_amg_001.jpg,,,2649,,,active,Accessories
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/585/thumbnail/kiboTEK_mi_scooter_pro2_amg_003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/585/thumbnail/kiboTEK_mi_scooter_pro2_amg_004-600x314.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/585/thumbnail/kiboTEK_mi_scooter_pro2_amg_009-100x100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/585/thumbnail/kiboTEK_mi_scooter_pro2_amg_005.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/585/thumbnail/kiboTEK_mi_scooter_pro2_amg_007-600x338.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,,RIDE WITH THE BEST,2999,1267,Variable product,child,1,color,Black,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,Mi Electric Scooter Pro 2: Mercedes AMG Petronas Formula 1 edition,RIDE WITH THE BEST,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1288/thumbnail/001.png,,,2999,,,active,Accessories
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1288/thumbnail/302.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Scooter-Pro-2:-Mercedes-AMG-Petronas-Formula-1-edition,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1288/thumbnail/203.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Shaver-S500,Mi Electric Shaver S500,"Floating surface for a cleaner shave with a. comfortable, pressure-relieving design",139,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1365/thumbnail/001.png,1,Image,,Mi Electric Shaver S500,"Floating surface for a cleaner shave with a. comfortable, pressure-relieving design",electronics,,,,,,,,,,,,,,,,139,,,active,Accessories
Mi-Electric-Shaver-S500,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1365/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electric-Shaver-S500,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1365/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electrical-Screwdriver-3.6V,Mi Electrical Screwdriver 3.6V,Easy to use thanks to the patented cordless one-piece design,159,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1317/thumbnail/001.png,1,Image,,Mi Electrical Screwdriver 3.6V,Easy to use thanks to the patented cordless one-piece design,electronics,,,,,,,,,,,,,,,,159,,,active,Accessories
Mi-Electrical-Screwdriver-3.6V,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1317/thumbnail/202.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Electrical-Screwdriver-3.6V,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1317/thumbnail/303.png,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Handheld-Vacuum-Cleaner,Mi Handheld Vacuum Cleaner,"Powerful cleaning, cord-free",819,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/580/thumbnail/411JkofPHuL._SL1080_.jpg,1,Image,,Mi Handheld Vacuum Cleaner,"Powerful cleaning, cord-free",electronics,,,,,,,,,,,,,,,,819,,,active,Accessories
Mi-Handheld-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/580/thumbnail/81JB+6lL4bL._SL1080_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Handheld-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/580/thumbnail/61VAD35bKOL._SL1080_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Handheld-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/580/thumbnail/41We+IoF7tL._SL1080_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-Handheld-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/580/thumbnail/41lzGKXVJ-L._SL1080_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
